PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT
65,66,2918,846.26,refully regular instructions. unusual ideas breach blithely quickly unusual packages. even accounts print carefully. blithely bold accounts sleep blithely pending sauternes. 
65,116,1779,393.63,ld excuses. foxes affix carefully. dependencies detect furiously; blithely final instructions are blithely. slyly regular packages about the bold theodolites wake slyly blithely
65,166,2054,503.10,s grow furiously even dolphins. blithely final deposits
65,16,2188,288.73,"g the blithely ironic accounts. carefully unusual dependencies wake slyly. ironic, ironic packages wake slyly. carefully even requests are slyly express Tiresias. carefully ironic acc"
66,67,3077,809.13,e blithely final pinto beans! ironic pinto beans cajole. fluffily ironic forges against the fluffily silent deposits boost blithely along the blithely express ideas. regular 
66,117,1076,785.75,quests about the special theodolites cajole slyly according to the carefully enticing foxes. regular deposits alongsi
66,167,2568,447.08,re according to the furiously regular requests. quickly regular packages are blithely above the final brai
66,17,296,797.27,"furiously across the final, final foxes. slyly final somas nag slyly instead of the furio"
67,68,9923,306.37,its. slyly even instructions along the accounts affix carefully according to the slyly special theodolites. car
67,118,7908,546.75,mong the blithely final requests. even pinto beans cajole ca
67,168,3368,625.62,s. furiously unusual packages nag blithely among the slyly regular platelets. carefully ironic pac
67,18,5826,397.34," ironic ideas. even, ironic theodolites wake quickly special deposits; fluffily bold deposits haggle among the quiet dolp"
68,69,3444,31.37,final asymptotes. fluffily silent grouches haggle blithely slyly final requests. carefully ironic theodolites use af
68,119,6762,5.16,fluffily. slyly express pinto beans above the fluffily regular ideas wake blithely according
68,169,8300,80.86,ns. quickly blithe pinto beans along the special deposits cajole against the slyly thin foxes. slyly regular sheaves haggle carefully. quickly final accounts wake carefully speci
68,19,5399,683.59,"requests snooze along the slyly special dolphins. quickly careful theodolites haggle. regular, final gifts according to the quickly ironic instructions sle"
69,70,6197,694.24, packages. slyly pending pinto beans use quickly. slyly regular deposits impress furiously. ironic accounts nag unusual ideas; regular excuses haggle 
69,120,8235,846.49,ve to boost for the carefully special ideas. slyly ironic decoys nag ironic deposits. slyly express deposits detect. furiously bold accounts wake slyly. even deposits
69,170,9294,386.96," accounts. regular packages haggle furiously against the blithely special dependencies. platelets cajole furiously alongside of the regular, special deposits-- fluffily final realms wake quickly "
69,20,7017,344.28,"ages. slyly ironic dependencies play slowly pending, final pinto beans. dependencies slee"
70,71,4536,348.27,"sly express instructions. bold, even instructions according to the silent, pending requests wake even, ironic packages. "
70,121,8063,452.80," instructions are. blithely ironic epitaphs sleep. final, bold accounts against the carefully fluffy theodolites affix furiou"
70,171,2990,940.81,ages use fluffily according to the final decoys. blithely regular accounts are above the furiously regular requests! ironic instructions above the fluffily special accounts serve 
70,21,9074,182.58,ithely to the blithely regular instructions? courts integrate doggedly. quickly express deposits cajole. blithely ironic Tiresias after the quickly unusual excuses integrate blithely even
71,72,508,842.21," ironic deposits unwind according to the ironic, special instru"
71,122,8329,239.57,ly express requests; final deposits poach after the carefully unusual deposits. carefully ironic packages sleep slyly for the quickly regular instructions. pending requests grow slyly again
71,172,6768,744.67,haggle carefully. slyly special instructions wake. blithely final dolphins 
71,22,5179,329.13,"cial instructions. tithes are quickly slyly express accounts! unusual accounts according to the express packages are dolphins. ironic, even i"
72,73,9855,497.26,"eposits nag furiously regular requests. silent, even deposits engage furiously. ironic, final requests are never. theodolit"
72,123,9346,41.04,"quests-- special, regular requests x-ray furiousl"
72,173,2654,762.61,ts nag slyly according to the quickly final ideas. accounts haggle. regular requests integrate fluffil
72,23,4526,154.47,c theodolites haggle carefully. quickly fluffy accounts nag according to the quickly final deposits. quickly final packages hang. blithely regu
73,74,9873,947.99,ithely regular dependencies. blithely ironic Tiresias cajole around the quickly final theodolites. carefully silent requests are carefully. slyly unusual ideas haggle slyly 
73,124,7729,920.66," furiously express requests dazzle above the bold, close requests. theodolites are. blithely permanent packages wake carefully pending ideas. furiously even packages haggle furiously. slyly even pa"
73,174,5327,108.96,"carefully final packages. slyly ironic deposits use dependencies. bold, ironic instructions do cajole furiously about the blithely even depos"
73,24,3928,309.57,"usly furiously bold ideas. slyly even packages use alongside of the fluffily bold accounts. furiously even instructions alongside of the carefully bold requests cajole silent, "
74,75,3128,345.92,to beans. final foxes unwind ruthlessly never even foxes! fluffily regular deposits are fluffily regular pinto beans. packages among the bold requests wake sl
74,125,2479,930.97,"packages. special, even packages above the packages wake against the re"
74,175,9473,496.36,lithely along the fluffily regular platelets. carefully regular deposits doubt ac
74,25,6234,849.66, around the dependencies. excuses boost slyly. theodolites boost quickly
75,76,7086,624.39,ously furiously final deposits. blithely ironic instructions affix furiously carefully even accounts. carefully unusual dependencies nag after the bold orbits. fluffily regular decoys ar
75,126,6308,759.36,"cajole stealthily ironic theodolites. slyly final theodolites doubt slyly about the express, regular ideas. blithely"
75,176,9080,433.59, ironic instructions. daring grouches are quickly. blithely final pinto beans above the slyly ironic dolphins affix quickly after the boldly special ideas. f
75,26,5439,884.01,y. furiously even deposits against the slyly regular accounts are slyly n
76,77,6754,494.83,ages wake. furiously special deposits haggle. slyly regular pinto beans cajole around the carefully even theodolites. slyly ironic dugouts about the blithely ironic deposits
76,127,2009,108.97,nst the blithely even deposits. final theodolites boost quickly alongside of the regular platelets. fina
76,177,6371,552.38,phins wake always among the slyly regular tithes. fluffily pending deposits mo
76,27,7986,252.03, blithely ironic deposits. regular depths cajole; blithely regular foxes are slyly ruthlessly ironic instructions. special dolphins boost quickly regular requests. quickly even somas 
77,78,552,254.92,dolites against the furiously final instructions are closely against the bold reque
77,128,8170,875.83,ages cajole. furiously regular asymptotes haggle furiously pending foxes. 
77,178,8541,936.13,ular sentiments. even packages wake quickly according to the e
77,28,1713,402.14,"carefully ironic theodolites are dogged, bold deposits. blithely special dependencies integrate. doggedly unusual foxes sleep along the busily final "
78,79,9915,729.94," regular ideas could haggle blithely silently final packages. thin, ironic packages are slyly against the furiously unusual excuses. carefully unusual ideas print fluffily alongside of "
78,129,7246,577.23,quickly ironic theodolites. slyly final theodolites haggle carefully against the quickly ironic packages: requests cajole unusual forges; express patterns use besides the slyly
78,179,1801,434.34,"er the final deposits. quick foxes are along the carefully express accounts. express foxes sleep slyly according to the ironic, ironic packages. bold d"
