O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
961,1102,P,265818.00,1995-06-04,4-NOT SPECIFIED,"Clerk#000000720",0,uriously regular theodolites print
962,706,F,122418.03,1994-05-06,5-LOW,"Clerk#000000463",0,along the even foxes! fluffily unusua
963,506,F,97055.75,1994-05-26,3-MEDIUM,"Clerk#000000497",0," across the regular, final requests boost fluffily above the final d"
964,1504,O,166503.11,1995-05-20,3-MEDIUM,"Clerk#000000657",0, carefully. blithely final packages abov
965,1369,P,50095.12,1995-05-15,5-LOW,"Clerk#000000218",0,usly against the quickly bold ideas. final pinto beans cajole 
966,268,O,156052.29,1998-04-30,2-HIGH,"Clerk#000000239",0,ironic packages ought to 
967,2197,F,246407.87,1992-06-21,3-MEDIUM,"Clerk#000000167",0,osits sleep alongside of the pi
992,1076,O,198282.64,1997-11-11,3-MEDIUM,"Clerk#000000875",0,ids sleep permanently above the carefully i
993,1583,O,290358.43,1995-09-10,3-MEDIUM,"Clerk#000000894",0,"ccounts around the regular, final foxes detect c"
994,25,F,57934.51,1994-04-20,5-LOW,"Clerk#000000497",0,to the stealthily final asymptote
995,2320,P,171999.07,1995-05-31,3-MEDIUM,"Clerk#000000439",0,s. slyly silent packages alongside of the ironic excuses maintain furiou
996,1420,O,59750.67,1997-12-29,1-URGENT,"Clerk#000000497",0, after the unusual requests run about the blithely pending ideas
997,2174,O,43478.63,1997-05-19,2-HIGH,"Clerk#000000651",0, epitaphs. blithely special dolphins sleep quickly about the unusual
998,634,F,95028.14,1994-11-26,4-NOT SPECIFIED,"Clerk#000000956",0,"eans could lose doggedly. final, express instructions subla"
999,1204,F,202073.78,1993-09-05,5-LOW,"Clerk#000000464",0, packages sleep blithely special packa
1024,70,O,276246.88,1997-12-23,5-LOW,"Clerk#000000903",0,quickly express requests cajole against the unusual acco
1025,2054,F,129535.50,1995-05-05,2-HIGH,"Clerk#000000376",0, quickly ironic deposit
1026,1423,O,63945.47,1997-06-04,5-LOW,"Clerk#000000223",0,lyly about the theodolites. i
1027,2560,F,137970.83,1992-06-03,3-MEDIUM,"Clerk#000000241",0,"ies. express, final packages sleep. do"
1028,1369,F,227908.37,1994-01-01,2-HIGH,"Clerk#000000131",0,al requests. quickly ironic accounts maintain s
1029,2575,F,74364.49,1994-06-21,2-HIGH,"Clerk#000000700",0,"es haggle idly. quickly final accounts alongside of the quick, eve"
1030,2680,F,20144.97,1994-06-15,5-LOW,"Clerk#000000422",0,packages x-ray blithely above the regular deposits. furiously final dependenci
1031,73,F,191835.24,1994-09-01,3-MEDIUM,"Clerk#000000448",0,s sleep across the carefully regular deposit
1056,550,F,49790.69,1995-02-11,1-URGENT,"Clerk#000000125",0,"frets. ironic, ironic dolphins until the furiou"
1057,1517,F,154542.25,1992-02-20,1-URGENT,"Clerk#000000124",0,ely carefully bold deposits. furiously even theodolites sleep. carefully
1058,1060,F,137516.01,1993-04-26,3-MEDIUM,"Clerk#000000373",0,al theodolites. express asymptotes integrate quickly above the blithely re
1059,2536,F,297874.54,1994-02-27,1-URGENT,"Clerk#000000104",0,"es wake blithely. regular, pending asymptotes haggle never. fluffily"
1060,2794,F,152920.27,1993-02-21,3-MEDIUM,"Clerk#000000989",0,theodolites. final requests nag quickly in place of the thin
1061,2054,O,242282.56,1998-05-15,5-LOW,"Clerk#000000576",0,ses play quickly final deposits?
1062,2099,O,62356.75,1997-01-15,1-URGENT,"Clerk#000000152",0,"lyly. even, express c"
1063,739,F,74919.14,1994-04-02,2-HIGH,"Clerk#000000024",0," quickly furiously special deposits. bold, re"
1088,2938,F,58550.96,1992-05-21,5-LOW,"Clerk#000000347",0,uctions. carefully unusual accounts are furiousl
1089,961,O,139562.39,1996-05-04,4-NOT SPECIFIED,"Clerk#000000226",0,"ecial, regular accounts are furiously carefully spec"
1090,343,O,38906.71,1997-11-15,2-HIGH,"Clerk#000000300",0,inal requests. foxes haggle. furiously final hockey players cajole 
1091,1657,O,62801.43,1996-08-27,1-URGENT,"Clerk#000000549",0,slyly special grouches. slyly ironic foxes engage. fu
1092,2464,P,111806.86,1995-03-04,3-MEDIUM,"Clerk#000000006",0,ously special foxes. quickl
1093,2014,O,101464.98,1997-07-31,4-NOT SPECIFIED,"Clerk#000000159",0,"ain slyly. packages integrate at the enticing, pending ideas. furiously regu"
1094,2875,O,10578.22,1997-12-24,3-MEDIUM,"Clerk#000000570",0,"ake. silent, final accounts are according to the regular asymptotes. "
1095,2866,O,247269.02,1995-08-22,3-MEDIUM,"Clerk#000000709",0, the deposits. express requests sleep furiously
1120,2782,O,163606.59,1997-11-07,3-MEDIUM,"Clerk#000000319",0,. slyly pending escapades nag at the fluffily special warhorses. regul
1121,562,O,335994.77,1997-01-13,3-MEDIUM,"Clerk#000000541",0,"ackages-- final, bold foxes do boost furiously even accoun"
1122,2392,O,216849.15,1997-01-10,1-URGENT,"Clerk#000000083",0,eep above the pending requests. regular instructions wake fluffily a
1123,1429,O,107587.68,1996-08-03,3-MEDIUM,"Clerk#000000929",0,ing instructions are across the carefully ironic dep
1124,1591,O,228284.25,1998-07-30,5-LOW,"Clerk#000000326",0, blithely ironic requests. special accounts above the 
1125,484,F,127372.79,1994-10-27,2-HIGH,"Clerk#000000510",0,ng foxes. special accoun
1126,2866,O,99318.69,1998-01-28,4-NOT SPECIFIED,"Clerk#000000928",0,"s cajole furiously special, regular packages. carefully regular ideas may "
1127,1150,O,147827.06,1995-09-19,4-NOT SPECIFIED,"Clerk#000000397",0,"r, special deposits. special foxes nod slyly never special foxes"
1152,980,F,83236.14,1994-08-14,4-NOT SPECIFIED,"Clerk#000000496",0, foxes are along the
1153,2392,O,344863.65,1996-04-18,5-LOW,"Clerk#000000059",0,al pinto beans sleep blith
1154,703,F,305106.88,1992-02-15,1-URGENT,"Clerk#000000268",0,ages affix furiously blithely regular requests. pending pinto beans thrash 
1155,2995,O,184907.76,1997-10-06,2-HIGH,"Clerk#000000164",0,l pinto beans. requests boost slyly. bold theodolites boost. unusual packages
1156,2635,O,324127.81,1996-10-19,1-URGENT,"Clerk#000000200",0,integrate across the slyly pending deposit
1157,1936,O,130399.76,1998-01-14,4-NOT SPECIFIED,"Clerk#000000207",0,nto beans integrate along the unusual theodolites. quickl
1158,2827,O,34564.82,1996-06-30,2-HIGH,"Clerk#000000549",0,ses. quickly ironic requests are. quickl
1159,1367,F,71591.32,1992-09-18,3-MEDIUM,"Clerk#000000992",0,tructions. always express dolphins wake
1184,1771,O,68561.44,1997-10-26,5-LOW,"Clerk#000000777",0, detect according to the blithely unusual
1185,1469,F,73519.01,1992-08-24,5-LOW,"Clerk#000000344",0,slyly ironic theodolites. do
1186,1177,O,89936.16,1996-08-15,4-NOT SPECIFIED,"Clerk#000000798",0,kages boost. packages sleep carefull
1187,2674,F,122895.25,1992-11-20,3-MEDIUM,"Clerk#000000047",0,ding requests. slyly regular platelets affix slyly. blithe
1188,395,O,72134.92,1996-04-11,2-HIGH,"Clerk#000000256",0,hely regular requests use 
1189,889,F,71706.23,1994-04-09,1-URGENT,"Clerk#000000243",0,ays. quickly final ideas are fluffily along the express requests
1190,239,O,49768.53,1997-03-16,5-LOW,"Clerk#000000575",0,"tect. even, ironic pinto beans lose. carefully ironic "
1191,2206,O,56307.51,1995-11-07,3-MEDIUM,"Clerk#000000011",0,quests. carefully silent pinto beans are. ir
1216,2440,F,107403.30,1992-12-07,5-LOW,"Clerk#000000918",0,accounts promise above
1217,127,F,46280.38,1992-04-26,4-NOT SPECIFIED,"Clerk#000000538",0,lithely along the blithely final foxes. regular requests
1218,166,F,182473.48,1994-06-20,4-NOT SPECIFIED,"Clerk#000000994",0, blithely even accounts use along the express pin
1219,541,O,14917.30,1995-10-05,3-MEDIUM,"Clerk#000000800",0,heodolites are blithely furiously special dependencies. qui
1220,970,O,158286.66,1996-08-29,1-URGENT,"Clerk#000000712",0,ns according to the blithely express requests boost fur
1221,268,F,159094.98,1992-04-19,4-NOT SPECIFIED,"Clerk#000000852",0,platelets sleep furiously alongside of the quickly even orb
1222,196,F,55738.51,1993-02-05,3-MEDIUM,"Clerk#000000811",0,he unusual accounts. slyly special requests cajole furiously e
1223,181,O,50538.82,1996-05-25,4-NOT SPECIFIED,"Clerk#000000238",0,refully pending foxes!
1248,941,F,219661.25,1992-01-02,1-URGENT,"Clerk#000000890",0," regular platelets along the even,"
1249,2993,F,50966.30,1994-01-05,1-URGENT,"Clerk#000000095",0,gular theodolites. slyly express acc
1250,718,F,13179.79,1992-09-29,4-NOT SPECIFIED,"Clerk#000000652",0,nding sauternes. carefully final sentiments cajole-- slyly ruthl
1251,755,O,164941.46,1997-10-30,1-URGENT,"Clerk#000000276",0,ruthlessly. quickly ironic excuses haggle a
1252,2998,O,137834.25,1997-08-04,5-LOW,"Clerk#000000348",0, packages use blithely across the furiously express excuses. carefull
1253,2290,F,116869.57,1993-01-26,1-URGENT,"Clerk#000000775",0,lithely along the slyly ironic foxes. fluffily silent
1254,1396,O,155494.04,1995-12-22,1-URGENT,"Clerk#000000607",0,ular ideas nag quickly boldly even depo
1255,2434,F,101212.80,1994-05-30,4-NOT SPECIFIED,"Clerk#000000798",0,ckly ironic accounts. express id
1280,1912,F,128880.83,1993-01-11,5-LOW,"Clerk#000000160",0,uthlessly across the slyly even requests. theodolites abov
1281,1222,F,209390.03,1994-12-11,1-URGENT,"Clerk#000000430",0,inal pinto beans cajole after the silen
1282,2320,F,75332.59,1992-02-29,4-NOT SPECIFIED,"Clerk#000000168",0,le slyly regular accounts. slyly regular deposi
1283,2327,O,308418.41,1996-08-30,4-NOT SPECIFIED,"Clerk#000000260",0,s boost carefully carefully
1284,2680,O,150535.07,1996-01-07,2-HIGH,"Clerk#000000492",0,eposits integrate fluffily ab
1285,208,F,220732.13,1992-06-01,1-URGENT,"Clerk#000000423",0,p fluffily special asymptotes. carefully bold pla
1286,2173,F,328242.27,1993-05-14,4-NOT SPECIFIED,"Clerk#000000939",0, accounts cajole carefully ironic braids. blithely pen
1287,346,F,169592.66,1994-07-05,2-HIGH,"Clerk#000000288",0,ole blithely behind the quietly regular accounts. blithely unusual 
1312,2221,F,84868.58,1994-05-19,3-MEDIUM,"Clerk#000000538",0,"posits. ironic, bold accounts haggle "
1313,2954,F,45471.44,1994-09-13,1-URGENT,"Clerk#000000774",0,"ily permanent packages. even, thin asymptotes print idly final, bold account"
1314,2848,F,71898.74,1994-05-13,3-MEDIUM,"Clerk#000000485",0,"slyly final ideas. final packages haggle. regular, ironic deposits thrash a"
1315,430,O,155168.79,1998-03-22,5-LOW,"Clerk#000000840",0,xes. excuses sleep above the carefully re
1316,319,F,249398.84,1993-12-03,1-URGENT,"Clerk#000000857",0,. regular packages eat blithely alongsid
1317,1982,P,187075.22,1995-05-19,2-HIGH,"Clerk#000000373",0,equests. regular pinto beans use. packag
1318,2557,O,122631.97,1998-06-27,3-MEDIUM,"Clerk#000000581",0,egular dugouts cajole. pinto bean
1319,623,O,42475.22,1996-09-27,2-HIGH,"Clerk#000000257",0, careful accounts. slyly silent ideas thrash c
1344,340,F,69521.62,1992-04-16,5-LOW,"Clerk#000000178",0,"theodolites. carefully regular deposits cajole along the silent,"
1345,1885,F,154976.81,1992-10-28,5-LOW,"Clerk#000000447",0,slyly regular accounts kindle care
1346,1495,F,222317.71,1992-06-18,2-HIGH,"Clerk#000000374",0,ully. slyly special theodolit
1347,806,O,236040.81,1997-06-20,5-LOW,"Clerk#000000977",0,pinto beans are slowly furiously silent excuses. 
1348,347,O,152661.90,1998-04-18,5-LOW,"Clerk#000000206",0,ithely regular ideas. th
1349,1274,O,57403.87,1997-10-26,1-URGENT,"Clerk#000000543",0,after the furiously silent foxes. deposits sleep quiet
1350,1015,F,75504.62,1993-08-24,1-URGENT,"Clerk#000000635",0, requests. final foxes after the pe
1351,2119,O,25592.10,1998-04-20,1-URGENT,"Clerk#000000012",0,"osits cajole regular, final "
1376,922,O,28588.44,1997-05-04,4-NOT SPECIFIED,"Clerk#000000730",0,sits boost thinly pending platelets. regul
1377,395,O,145378.72,1998-04-24,4-NOT SPECIFIED,"Clerk#000000625",0,ideas cajole carefully fluffily even packages. carefully ironic courts use ac
1378,391,O,174905.23,1996-03-09,4-NOT SPECIFIED,"Clerk#000000705",0,uickly pending instructions. carefully express depe
1379,1285,O,106356.76,1998-05-25,5-LOW,"Clerk#000000861",0,express packages! sl
1380,2725,O,139416.39,1996-07-07,3-MEDIUM,"Clerk#000000969",0,pending dolphins around the bold warhorses impress fluffily regu
1381,2527,O,98211.51,1998-05-25,3-MEDIUM,"Clerk#000000107",0,luffily quick ideas wake. fluffily special pinto beans haggle among 
1382,2645,F,215354.63,1993-08-17,5-LOW,"Clerk#000000241",0,courts. pending platele
1383,2392,F,44862.62,1993-04-27,2-HIGH,"Clerk#000000785",0, cajole slyly instructions. final 
1408,1078,O,263500.25,1997-12-26,4-NOT SPECIFIED,"Clerk#000000942",0,he carefully special packages. packages
1409,2858,F,101005.43,1992-12-31,4-NOT SPECIFIED,"Clerk#000000065",0,"ymptotes eat final requests. unusual, bold requests sleep across the quic"
1410,2243,O,145055.76,1997-04-12,5-LOW,"Clerk#000000123",0,s sleep slyly. furiously regular courts according to the special foxes caj
1411,1889,F,241863.52,1994-12-21,2-HIGH,"Clerk#000000566",0, furiously regular theodolites haggle after the slyly bold requests. 
1412,1058,F,83350.47,1993-03-13,4-NOT SPECIFIED,"Clerk#000000083",0,horses across the final
1413,1811,O,93052.85,1997-06-14,3-MEDIUM,"Clerk#000000342",0,s affix carefully above the even excuses. ironic acco
1414,1526,O,63742.51,1995-08-16,1-URGENT,"Clerk#000000883",0,carefully pending foxes wake car
1415,1574,F,43897.06,1994-05-29,4-NOT SPECIFIED,"Clerk#000000601",0, blithely bold accounts. boldly special
1440,1957,O,59644.49,1995-08-10,5-LOW,"Clerk#000000956",0,somas grow. quickly express 
1441,2437,O,224874.84,1997-03-06,4-NOT SPECIFIED,"Clerk#000000156",0,"e ironic deposits. pending, final depo"
1442,2212,F,10765.59,1994-07-05,4-NOT SPECIFIED,"Clerk#000000935",0,ding theodolites haggle about the even th
1443,877,O,75312.05,1996-12-16,5-LOW,"Clerk#000000185",0, across the carefully regular ideas sleep carefully silent instructions? furio
1444,2665,F,265991.07,1994-12-06,3-MEDIUM,"Clerk#000000783",0,pths integrate along the furiously ironic r
1445,2272,F,220757.56,1995-01-10,3-MEDIUM,"Clerk#000000211",0,ic instructions sleep slyly 
1446,802,O,38117.49,1998-02-16,5-LOW,"Clerk#000000274",0,"telets. regular, final excuses boost carefully. furiously dari"
1447,1801,F,166140.29,1992-10-15,2-HIGH,"Clerk#000000880",0,"latelets sleep furiously between the express, ironic r"
1472,2998,O,83887.79,1996-10-06,5-LOW,"Clerk#000000303",0,riously requests. quickly even requests boost slyly. furiou
1473,1846,O,91221.45,1997-03-17,3-MEDIUM,"Clerk#000000960",0,nt requests haggle sly
1474,1381,F,75492.54,1995-01-09,1-URGENT,"Clerk#000000438",0,ully furiously final requests. always ev
1475,95,O,277297.71,1997-11-12,2-HIGH,"Clerk#000000972",0,"detect carefully even dependencies. final, even a"
1476,2891,O,30516.37,1996-06-27,2-HIGH,"Clerk#000000673",0,ickly regular deposits serve. blithely express accounts above the re
1477,1510,O,289969.79,1997-08-24,5-LOW,"Clerk#000000612",0,nts. blithely silent foxes boost slyl
1478,997,O,35029.89,1997-08-03,2-HIGH,"Clerk#000000827",0, Tiresias. carefully spec
1479,292,O,56393.45,1995-12-16,4-NOT SPECIFIED,"Clerk#000000697",0,ic platelets alongside of the carefully even 
1504,37,F,118922.52,1992-08-28,3-MEDIUM,"Clerk#000000381",0,press packages affix perm
1505,703,F,73963.36,1992-08-21,2-HIGH,"Clerk#000000544",0,tructions are above the pending packages. final deposits boost slyl
1506,2921,F,306567.01,1992-09-21,3-MEDIUM,"Clerk#000000620",0,"unts. carefully final asymptotes was slyly. special, express foxes boost caref"
1507,2410,F,153675.24,1993-10-14,3-MEDIUM,"Clerk#000000305",0,ely special account
1508,2026,O,218040.08,1998-04-10,5-LOW,"Clerk#000000117",0,r deposits: blithely express deposits haggle alongside of the spe
1509,1249,F,244651.24,1993-07-08,5-LOW,"Clerk#000000770",0,nts use. fluffily final 
1510,1045,O,226322.10,1996-09-17,5-LOW,"Clerk#000000128",0,even ideas lose at the slyly ironic asymptotes. slyly bol
1511,1570,O,90370.82,1996-12-22,4-NOT SPECIFIED,"Clerk#000000386",0, ironic requests ca
1536,1864,O,8428.28,1997-01-26,3-MEDIUM,"Clerk#000000117",0,ly final theodolites. slyly regular theodolit
1537,2152,F,144378.11,1992-02-15,4-NOT SPECIFIED,"Clerk#000000862",0,ide of the ironic requests. regular instruction
1538,580,O,232192.07,1995-06-18,4-NOT SPECIFIED,"Clerk#000000258",0,blithely carefully express r
1539,2236,F,63207.46,1995-03-10,5-LOW,"Clerk#000000840",0,uriously unusual acc
1540,283,F,166562.09,1992-08-05,2-HIGH,"Clerk#000000927",0,usly regular deposits
1541,1879,P,59617.04,1995-05-18,1-URGENT,"Clerk#000000906",0,"nusual accounts among the even, special asymptotes s"
1542,2854,F,152185.83,1993-09-15,3-MEDIUM,"Clerk#000000435",0,sly. carefully ironic pinto beans wake 
1543,1006,O,197697.45,1997-02-20,1-URGENT,"Clerk#000000398",0, the forges boost af
1568,334,O,109060.03,1997-01-30,4-NOT SPECIFIED,"Clerk#000000554",0,es. blithely ironic de
1569,2072,O,148919.76,1998-04-02,5-LOW,"Clerk#000000786",0,slyly blithely final packages. carefully final platelets according to the expr
1570,2446,O,52442.06,1998-03-16,1-URGENT,"Clerk#000000745",0,against the ironic requests
1571,2053,F,174084.24,1992-12-05,2-HIGH,"Clerk#000000565",0,ic dolphins. foxes use bravely above the requests. blithely special ac
1572,208,O,73022.39,1996-02-24,2-HIGH,"Clerk#000000994",0," carefully final requests. regular, ironic instructions integrate! ideas abou"
1573,2960,F,117431.17,1992-12-28,2-HIGH,"Clerk#000000940",0,into beans affix. dependencies after the 
1574,2668,O,264519.61,1996-12-12,3-MEDIUM,"Clerk#000000809",0,ress ideas boost around the regular deposi
1575,2893,O,272558.98,1995-09-13,3-MEDIUM,"Clerk#000000497",0,theodolites. slyly expr
1600,1852,F,211433.22,1993-03-03,3-MEDIUM,"Clerk#000000627",0,ages boost furiously blithely silent theodolites. slyly ironic pat
1601,1048,F,100873.21,1994-08-27,5-LOW,"Clerk#000000469",0,"requests. regular, "
1602,19,F,6087.78,1993-08-05,5-LOW,"Clerk#000000660",0,lly. carefully ironic accounts believe slyly above the fur
1603,23,F,37045.99,1993-07-31,4-NOT SPECIFIED,"Clerk#000000869",0,deposits nag against the sly
1604,2245,F,159387.68,1993-07-17,5-LOW,"Clerk#000000512",0, slyly even pinto beans haggle above the carefully ironic d
1605,1153,O,186347.27,1998-04-24,4-NOT SPECIFIED,"Clerk#000000616",0,s. slyly final deposits wake after the ironi
1606,1060,O,172978.89,1997-04-17,4-NOT SPECIFIED,"Clerk#000000550",0,sublate special requests. slyly pending accounts sleep. special
